Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
SierraLeone;Bolloré;France;Agribusiness;12000.0;Oilpalm;US$100million;Done;Socfin,amemberoftheFrenchgroupBolloré,hasa40-yearleaseon6,475hainMalenchiefdom,PujehunDistrict,fortheproductionofpalmoilandrubber.AccordingtoaGreenSceneryreportfromMay2011,thecompanyhassignedanMoUforadditionallandsintheBontheDistrictandisinconsultationformorelandsintheBoDistrict,whichwouldbringitstotallandbankinthecountryto12,000ha.ThecompanyoperatesotherpalmoilplantationsinNigeria,IvoryCoast,IndonesiaandCameroon.
SierraLeone;BHBGmbH;Germany;Finance;3000.0;Rice;Missing;Done;In2006,theGermany'sBHBestablisheda110-haricedemonstrationfarminMangeBurehdistrictwiththesupportofVietnamesericescientistVoTongXuan,wholaterwentontoformVAADCOtopursueotherlarge-scalericeprojectsinvariousAfricancountries.BHBintendstoadda3,000-harice-seedfarmtotheVedicoMangeBurehFarmLtdandeventuallyexpandtheareaunderlarge-scalericeproductionto50,000ha.
SierraLeone;BiopalmEnergy;India;Agribusiness;80000.0;Oilpalm;Missing;Done;BiopalmEnergyisasubsidiaryofSingapore-basedSivaGroup,ownedbyIndianbillionaireC.Sivasankaran.Thecompanyisalsoseeking80,000hainSierraLeoneandotherlandsinGhana,Argentina,Côted'IvoireandDRCongotoproducepalmoilforexporttoIndia.InFebruary2011,Biopalmacquireda50%stakeintheLiberianoperationsofEquatorialPalmOil,whichhasalandbankof169,000hainthecountry.Sivasankaranisasignificantshareholderinseveralothercompaniesacquiringfarmlandoverseas.
SierraLeone;SepahanAfrique;Iran;Agribusiness;10000.0;Oilpalm,rice;Missing;Done;"SepahanAfriqueisanIranianconglomeratethathasacquired10,117haintheMarampaandBuyaRomendechiefdomsofthePortLokoregionofSierraLeone.Thecompanyplanstodevelopriceandpalm-oilproduction,andtobuildafactoryfortheprocessingofpalmoilandotheredibleoils.AccordingtoBusinessInsider,landownersintheprojectareaweresummonedtotheIranianembassyforanurgentmeetingin2007,wheretheysaytheywereforcedtosigntheagreement""underduress""afterbeinginformedthattheIranianinvestorswereleavingthenextmorningandthattheyhadtosignbeforereadingtheagreement.Theysaytheysignedbecausethey""couldnotviolatetheauthorities""."
SierraLeone;FELDA;Malaysia;Government;2500.0;Palmoil;US$15million;Done;TheGovernmentofMalaysia'sFederalLandDevelopmentAuthority(Felda)istheworld’slargestownerandmanagerofplantationland.WiththefinancialsupportoftheMalaysiangovernmentandtheIslamicDevelopmentBank,itlaunchedaprojectwiththeGovernmentofSierraLeonetodevelopaFelda-styleoil-palmsettlerschemeon1,600hectaresinSouthernBontheprovince(Mattru).TheOaklandInstitutereportsthatthetotalareaallocatedfortheprojectis2,500ha.Ratherthanbuyland,FELDAsaysthatitwantstoreplicateitssmallholdercooperativemodelinAfricaandsellplantingmaterialsandtechnicalexpertiseinexchangeforlong-termsupplies.
SierraLeone;GoldtreeHoldings;Mauritius;Agribusiness;5200.0;Oilpalm;US$65million;Done;InAugust2010,GoldtreeHoldings,acompanyregisteredinMauritius,signedanMoUwiththeGovernmentofSierraLeonetosetupalarge-scaleoil-palmplantationintheKailahundistrict.TheprojectisbackedbytheAgenceFrançaisedeDéveloppment,whichhascommittedUS$10milliontotheprojectthroughtheAfricanAgricultureFund,andFinnFund.
SierraLeone;QuifelNaturalResources;Portugal;Agribusiness,energy;126000.0;Cassava,pineapple,rice,vegetables;Missing;Done;QuifelNaturalResourcesispartofPortugal'sQuifelGroup,aholdingcompanycontrolledbyPortuguesearistocrat,businessmanandamateurracing-cardriverMiguelMariadeSáPaisdoAmaral,whichisinvolvedinmultiplesectors,frominsuranceandrealestatetoagricultureandenergy.Quifelbeganinvestinginfarmlandthroughthedevelopmentofpalm-oilproductioninBrazil.WithlandpricesrisinginBrazil,thecompanyturneditsattentiontoAfricain2007,whereitdecidedtofocusonacquiringlargelandconcessionsincoastalEastAfricancountriesforoilseeds,andWestAfricancountriesforfruitandvegetables.SofarQuifelhasacquiredlandinMozambique,AngolaandSierraLeone.InSierraLeone,ithasthree49-yearleasescovering126,000hainUpperKowa,LokoMasamaandtheLowerMasimeraChiefdom.
SierraLeone;AddaxBioenergy;Switzerland;Energy;15500.0;Sugarcane;US$788million;Done;AddaxBioenergySierraLeoneLtdisasubsidiaryofAddax&Oryx,aSwiss-basedenergycorporation.In2010,thecompanyacquiredlong-termleaserightstoover15,000haoflandinBombaliDistrict,NorthernProvince,SierraLeone,whereitintendstoestablishsugar-caneplantations,mainlyfortheproductionofethanolforEuropeanmarkets.Overhalfoftheinvestmentintheprojecthasbeenprovidedbydevelopmentbanks,includingtheEuropeanInvestmentBank,SwedfundandtheAfricanDevelopmentBank.A2011reportbytheSwitzerland'sPainpourleProchainuncoveredanumberoffiscalexemptions,socialandenvironmentalimpactsandillegitimateagreementswithlocalauthoritiesthatcontradictthecompany'seffortstopaintitsprojectassociallyandenvironmentallyresponsible.
SierraLeone;Agriterra;UK;Agribusiness;45000.0;Oilpalm;Missing;Done;ThroughitsacquisitionofRedBunchVenturesin2011,Guernsey-basedAgriterraacquireda50-yearlease(withanoptiontorenewforafurther21years)overapproximately45,000haofagriculturallandinthePujehunDistrictintheSouthernProvinceofSierraLeone,whereitintendstodeveloppalm-oilplantations.Agriterra,whichwasestablishedbyminingventurecapitalistandformerEnglandcricketinternationalPhilEdmonds,alsoownscattleranchesandmaizefarmsinMozambique,coveringnearly17,000ha,withplanstoexpandtoover20,000hainthenearfuture.
SierraLeone;CaparoGroup;UK;Industrial;43000.0;Oilpalm;Missing;Done;SierraLeoneAgricultureisasubsidiaryofUK-basedCaparoGroup,whichisownedbyBaronSwrajPaul,anIndian-born,British-basedbusinessmagnateandLabourpoliticianclosetoformerPrimeMinisterGordonBrown.AccordingtotheOaklandInstitute,thecompanyhasleased43,000haona45-yearrenewableleaseinthePortLokoDisrict,wherethecompanyplanstoestablishoil-palmplantationson40,000haby2017.Caparoisalsopursuing30,000hainNamibia.
SierraLeone;FarmLandsofGuinea,Inc;UK;Agribusiness;11900.0;Rice;Missing;Inprocess;FarmLandsofGuinea(FLG)isacompanybasedinGibraltarandregisteredintheBritishVirginIslands.On16September2010,withamilitaryjuntaincontroloftheGovernmentofGuinea,FLGsignedagreementswithGuinea'sMinistryofAgriculturegivingit99-yearleaserightstoover100,000haofagriculturalland,whereitintendstogrowmaizeandsoybeans.Latein2011,FLGreportedthatitsrepresentativeshadbeeninTheGambiaprospectingforlands,andthatithadmadeaproposaltoMali'sMinisterofAgriculturefor10,000haintheOfficeduNiger.InSierraLeone,FLGispursingtheacquisitionof11,900hatothewestoftheRiverTaiforthelarge-scaleproductionofrice.
SierraLeone;GreenWorldBVI;UK;Finance;1250.0;Rice;Missing;Done;GreenWorldBVIisacompanyincorporatedintheBritishVirginIslandsthatmanagesseveralfundsdedicatedtotheacquisitionoffarmland.Oneofitsfunds,AgriCapital,hasacquireda49-yearleaseon1,250hainsouth-centralSierraLeoneandisraisingfundstoestablisharicefarmonthelandbysellingsharesintheprojectfor£1,950peracre.InJanuary2012,GreenWorldBVIsaidthatitsAfricanfarmlandinvestmentpaidaninitialdividendof16.2%toitsinvestorsandthatthevalueofthelandhasincreasedbynearly30%inthelastyear.GreenWorldhassimilarfarmlandinvestmentprojectsinLithuaniaandAustralia.
SierraLeone;WhitestoneCharlesAnderson;UK;Finance;112000.0;Missing;Missing;Done;AccordingtoanOaklandInstitutereportfrom2011,aBritishnationalrepresentingacompanycalledWhitestoneattemptedtoacquirea112,000-halandholdinginthenorthernKoinaduguDistrict.A“temporary”leaseforthelandwasreportedlysignedinJanuary2010,andWhitestone–describedasa“kindofbroker”–nowplanstosub-leasethelandtoothers.
SierraLeone;LongVan28Company;Vietnam;Agribusiness;200000.0;Rice;Missing;Inprocess;TheLongVan28CompanybegancooperatingwiththeVietnam-AfricaAgro-aquacultureDevelopmentCompany(VAADCO)instudyingSierraLeoneasasiteforittoinvestinriceproductionin2006.BasedontheresultsachievedbyVAADCO,LongVan28announcedinDecember2011thatitwouldpursuetheproductionofriceon200,000hainthecountryandthatitwasseekingsupportfromtheGovernmentofVietnam.VAADCO,aVietnameseandBritishjointventure,ispursuingriceproductioninNigeria.MozambiqueandSudan.
Slovakia;Germanagrar;Germany;Realestate;5167.0;Missing;Missing;Done;GermanagrarisaGermancompanybasedinHamburgthatmanagesover€500millioninfarmlandinvestmentsinEasternEuropeonbehalfofitsclients.Thecompanytypicallyidentifiespropertiesforitsclients,arrangestheacquisitionandoftenmanagesthefarms.Afulllistofitsholdingsisnotavailable.
SouthAfrica;Emvest;UK;Finance;13900.0;Maize,soybeans,vegetables;Missing;Done;UKprivateequityfirmEmergentAssetManagementlaunchedanAfricanAgriculturalLandFundin2007andhassinceacquiredatleast30,000hainSouthAfrica,Zambia,Mozambique,SwazilandandZimbabwe.EmvestwassetupasajointventurebetweenEmergentandSouthAfricanagribusinesscompanyRusselStonetoputtheAfricanAgriculturalLandFundintooperation.EmvesthasfivefarmsinSouthAfricaofover1,000haeach.
SouthSudan;CanadianEconomicDevelopmentAssistanceforSouthernSudan(CEDASS);Canada;NGO;12200.0;Crops(sorghum);Missing;Done;"CEDASS'JebelLadoProjectaimstoestablishoneofthefirstmechanizedfarmingoperationsinSouthSudanona12,200-haconcessionthatitleases.Theobjectiveoftheprojectistobringtogether""Canadianfarmers,farmassociations,businesspeopleandworldwideagriculturalorganizationstoteachtheSudanesehowtoplant,growandharvestlargercropstofeedthemselves,theirfamiliesand,eventually,theneighboringcityofJuba"".TheprojectalsosuppliestheWorldFoodProgramme."
SouthSudan;CitadelCapital;Egypt;Finance;105000.0;Cotton,maize,sorghum,sugar,sunflower,wheat;Missing;Done;CitadelCapitalisEgypt'slargestprivateequitycompany.In2007itlaunchedtheWafraFundtoinvestinagricultureinSudan.InSudan,thefundhassinceacquired106,680haforwheatfarming,bywayofitssubsidiarySabina,and25,210haforriceproduction,bywayofanothersubsidiary,Al-NahdaforIntegratedSolutions.InSouthSudan,Wafraacquireda25-yearleaseon105,000hathroughitssubsidiary,Concord,previouslyknownastheSudaneseEgyptianAgriculturalCropsCompany.CitadelalsoownsthelargestdairyfarminEgypt,foodcompaniesinEthiopia,andisconsideringfoodtransportandfarmlandacquisitionsinKenyaandUganda.InNovember2011,theUSgovernment'sOverseasPrivateInvestmentCorporationprovidedCitadelwithaUS$150-millionloanpackagetohelpexpanditssubsidiaries.
SouthSudan;Egypt;Egypt;Government;16800.0;Rice;Missing;Inprocess;NorwegianPeople'sAidreportsthattheEgyptiangovernmentapproachedtheMinistryofAgricultureoftheWesternBhar-Al-GhazalStatein2008tolease16,800haoflandfortheconstructionofalarge-scaleirrigatedriceproject.
SouthSudan;AfricanCommercialDevelopment;Mauritius;Agribusiness;24300.0;Missing;Missing;Done;"JointAidManagement(JAM)isaSouthAfricannon-profitorganisationinvolvedinnumerousdevelopmentprojectsinAfrica,includingaUSAIDprojectinJongleiState,SouthSudantosupportfoodsecurityandagriculture.JAM'sfounderPeterPretoriusanditsCEOIsakPretoriusalsorunaprivatecompanybasedinMauritius,AfricanCommercialDevelopment(ACD),that""leveragesJAM'scapabilitiesandpartners""inventuresthatseekto""ownorcontrolasmuchofthevaluechainaspossible,'seedtofolk',intheagribusinesssector"".NorwegianPeople'sAidreportsthatJAMandACDsigneda30-yearleasewiththeMinistryofAgricultureoftheWesternEquatoriaStatecovering24,300hain2010."
SouthSudan;PrinceBudrBinSultan;SaudiArabia;Government;105000.0;Missing;US$125,000/yr(landlease);Done;PrinceBadristhesonofHRHCrownPrinceSultanbinAbdulAzizofSaudiArabia.NorwegianPeople'sAidreportsthathesigneda25-yearleasewiththeUnityStategovernmentofSouthSudanin2010covering105,000haatacostofUS$125,000peryear.
SouthSudan;EyatOilfieldServices;Sudan;Energy;162000.0;Missing;Missing;Done;NorwegianPeople'sAidreportsthatEyatOilfieldServices,acompanycontrolledbyNorthernSudaneseinvestors,acquireda99-yearleasein2010on162,000haoflandintheEzoandTamburacountiesofWestEquatorialState,Sudan.
SouthSudan;JarchManagement;US;Finance;400000.0;Cereals,flowers,fruit,oilseeds,vegetables;Missing;Done;InJanuary2009,Jarchacquireda70%interestinLeac,acompanycontrolledbyGabrielPaulinoMatipNhial,theeldestsonofSudanPeople’sLiberationArmy(SPLA)deputycommander-in-chief,PaulinoMatip.Aspartofthedeal,Jarchacquiredaleasecovering400,000haoffarmlandunderthecontrolofMatip,withoptionstoacquiremore.PaulinoMatipjoinedtheadvisoryboardofJarchManagementasvice-chairmanin2007,followedbyhissoninDecember2009.InOctober2010,anotherSouthSudanwarlord,GeneralGabrielTanginye,joinedJarch'sadvisoryboardshortlyafterofficiallyjoiningtheSPLA.Onitswebsite,JarchclaimstohavecommenceditsagribusinessactivitiesinSouthSudan.
SouthSudan;NileTradingandDevelopmentInc.;US;Finance;600000.0;Missing;Missing;Done;"InMarch2008NileTradingandDevelopment(NTD),aTexas-basedcompany,enteredintoa49-yearleaseagreementwithMukayaPayamCooperative,aorganisationthatpresentsitselfastherepresentativeofthelocalcommunity.TheprojectislocatedinLainyacounty,CentralEquatoriaState.TheOaklandInstitutereportsthattheMukayaPayamCooperativeisafictitiouscooperative.A2011petitionhandedtothestategovernorinJubastatesthat,“wethechiefs,elders,religiousleadersandtheyouthofMukayaPayam,unanimously,withstrongtermscondemn,disavowanddenythelandleaseagreementreachedon11March2008betweenthetwoparties""."
Spain;AlDahra;UAE;Agribusiness;5050.0;Alfalfa;Missing;Done;InAugust2010,AbuDhabi’sAlDahraAgriculturalCompany,oneofthemainsuppliersofanimalfeedtotheUAE,saiditwashalfwaythroughtheimplementationofaplantoproducefeedandfoodcropson60,700haoffarmlandinEurope,theUS,SouthAsiaandNorthAfricatoboosttheUAE’sfoodsecurity.Thecompanycultivatesalfalfaon5,050hathatitcontrolsunderlong-termleaseinSpain.
Sudan;PinossoGroup;Brazil;Agribusiness;100000.0;Cotton,soybeans;Missing;Done;InSudanthecompanyhasa50-50jointventurewiththeArabSudaneseBlueNileAgriculturalCompany(Agadi),whichispart-ownedbytheGovernmentofSudan.Theventurehas12,000haundercrops(2011)butwillexpandto100,000ha.ItisalsopursuingfarmlanddealsinMozambique.
Sudan;ZTE;China;Telecommunications;10000.0;oilseeds;Missing;Done;"In2009,ZTEsetupaChina-SudanAgriculturalExperimentalParkinMelovue,Sudan,tostudytheproductionofwheatandmaize.Thefollowingyear,theSudanNewsAgencyreportedthattheGovernmentofSudanhadallocatedZTE10,000hawithinthe""frameworkofthejointcooperationbetweenthetwocountriesintheagriculturalfieldtowardmovingfromthestageofsuccessfulagriculturalexperiencestothestageofcommercialproduction""."
Sudan;Djibouti;Djibouti;Government;4200.0;Missing;Missing;Done;InJanuary2009,theGovernmentofDjiboutiannouncedthatitsstate-ownedcompany,theSociétéDjiboutiennedeSécuritéAlimentaire,whichitcreatedthatyeartoenhanceDjibouti'sfoodsecuritythroughtheoutsourcingoffoodproductioninothercountries,hadbeenallocated4,200habytheGovernmentofSudanand5,000habyEthiopiafortheproductionofwheat.TheEthiopianprojectwillbefinancedbytheAfricanDevelopmentBankwhiletheprojectinSudanwillbefinancedbytheIslamicDevelopmentBank.Malawi'sPresidentBinguWaMutharikaalsopromisedthePresidentofDjibouti,IsmailOmarGuelleh,55,000haoffarmland,duringhisvisittoMalawiinApril2009.
Sudan;CitadelCapital;Egypt;Finance;131890.0;Cotton,maize,rice,sorghum,sugarcane,sunflowers,wheat;Missing;Done;CitadelCapitalisEgypt'slargestprivateequitycompany.In2007itlaunchedtheWafraFundtoinvestinagricultureinSudan.InSudan,thefundhassinceacquireda30-yearleaseon106,680haforwheatfarming,bywayofitssubsidiarySabina,and25,210haforriceproduction,bywayofanothersubsidiary,Al-NahdaforIntegratedSolutions.InSouthSudan,Wafraacquired105,000hathroughitssubsidiary,Concord,previouslyknownastheSudaneseEgyptianAgriculturalCropsCompany.CitadelalsoownsthelargestdairyfarminEgypt,foodcompaniesinEthiopia,andisconsideringfoodtransportandfarmlandacquisitionsinKenyaandUganda.InNovember2011,theUSgovernment'sOverseasPrivateInvestmentCorporationprovidedCitadelwithaUS$150-millionloanpackagetohelpexpanditssubsidiaries.
Sudan;Egypt;Egypt;Government;17000.0;Meat;Missing;Inprocess;InMarch2011,AFPreportedthatSudaneseofficialshadconfirmedthat17,000haoflandintheWhiteNileStatehadbeenallocatedtoEgyptforaprojecttoproducemeat.
Sudan;Egypt;Egypt;Government;400000.0;Maize,sugar,wheat;Missing;Done;In2010,ReutersreportedthatEgyptandSudanhadsignedadealgivingtheGovernmentofEgyptaccessto400,000haoflandwithintheAlGeziraprojectinSudanforittooffertoprivatecompanies.CompaniesstrikingagreementswithEgyptforportionsofthelandwouldalsohavetosigndealswiththeGovernmentofSudan,asisthecasewithanearlierdealbetweenJordanandSudan.
Sudan;"""ajointArab-foreigncompany""";Philippines;Agribusiness;25000.0;Cerealsandothercrops;Missing;Done;In1998,Jordansigneda70-yearprotocolwiththeGovernmentofSudanthatallocatedtheKingdom25,000haoffarmlandonthebanksoftheNIle.In2010,theJordanTimesreportedthatJordan'sMinistryofAgriculturewasinnegotiationswithanArab-PhilippinesjointventurecompanybasedinthePhilippinestoprovidethemwiththelandsinexchangeforthecompany'sagreementtosupplyJordanwithproduceat10%belowinternationalmarketprices.TalksbetweenthetwosideshadstalledbecausethecompanywantedtoownthelandswhiletheProtocolwithSudanonlyallowsfora30-yearlease.
Sudan;HassadFood;Qatar;Agribusiness;100000.0;Missing;US$160million;Done;HassadFoodisaUS$1-billioncompanyestablishedbyQatar'ssovereignwealthfund.Ithasbeenleadingthecountry'squesttosecurefarmlandoverseasfortheexportoffoodtoQatar.Sofar,HassadFoodhasacquired13largefarmsinAustraliaandfacilitiesthatwillenableittoproduce150,000sheepayearandupto50,000tonnesofwheatforexporttoQatar,and100,000haoflandinSudan.NegotiationsareunderwayforHassadtoestablishacompanywithUS$100millioncapitalinTurkeyfortheproductionofsheepand50,000tonnesofwheatorbarley,toestablishaforagecompanyinBrazil,andtosetupricefarmsinVietnam,PakistanandIndia.
Sudan;AlmaraiCo.;SaudiArabia;Agribusiness;9239.0;Maize,wheat;US$45.3million;Done;In2009,HailAgriculturalDevelopmentCooperation(HADCO)beganimplementationofaprojecttogrowwheatandmaizeonaround9,000haonwhichithasa48-yearleaseinSudan.Thecompanyannouncedthatiftheinitialtrialsweresuccessfulitmightexpandtheprojectto90,000ha.HADCOwasfullyacquiredbySaudiArabia'slargestdairycompany,Almarai,inJuly2009.
Sudan;ForasInternationalInvestmentCo;SaudiArabia;Finance;126000.0;Cereals;US$200million;Done;ForasacquiredthelandsinSennarStatefortheexportproductionofcereals.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
Sudan;NationalAgriculturalDevelopmentCo(NADEC);SaudiArabia;Agribusiness;42000.0;Missing;Missing;Done;NADECoperatesseverallarge-scaledairyandcropfarmsinSaudiArabia.Inrecentyears,ithasbeguntoinvestinoverseasfarmprojects.InSudan,inFebruary2010,itannouncedthatithasacquired42,000hainSudan'sNileprovince.InvestorsinNadecincludetheAl-RajhifamilyandtheSaudiMinistryofFinance'sPublicInvestmentFund.
Sudan;SouthKorea;SouthKorea;Government;690000.0;Wheat;Missing;Done;"In2009,threeweeksaftertheSudanesePresidentOmarHassanal-BashirandKoreanPresidentLeeMyung-baksignedacooperationagreementonagriculture,Sudan'sambassadortoKoreatoldtheKoreaTimesthat420,000haoflandinSudan'snorthernregionand270,000hainthecentralregion""havebeenpreparedforKorea""fortheproductionofwheat.Theambassadorsaidthatapilotprogrammewouldbeginthatyearon84,000ha,andthattheprojectwouldbeajointventureamongKorean,SudaneseandArabcompanies."
Sudan;AlDahra;UAE;Agribusiness;34800.0;Barley,cotton,hay,maize,sugarcane,sunflowers,wheat;Missing;Done;InAugust2010,AbuDhabi’sAlDahraAgriculturalCompany,oneofthemainsuppliersofanimalfeedtotheUAE,saidthatitwashalfwaythroughtheimplementationofaplantoproducefeedandfoodcropson60,700haoffarmlandinEurope,theUS,SouthAsiaandNorthAfricatoboosttheUAE’sfoodsecurity.Thecompanycultivatesfoodandfeedcropson34,800haoflandintheareaoftheBlueNileinSudan.
Sudan;Jenaan;UAE;Agribusiness;40500.0;Missing;Missing;Done;JenaanInvestmentisaprivatecompanyestablishedinAbuDhabiin2005toinvestinagriculturalprojectsabroad.In2007,itinvestedUS$25millionina2,520-hafodderfarmandfeedplantinEgypt.In2009,itannouncedplanstoinvestUS$250milliontoacquireanadditional42,000hafortheproductionofwheat.Thecompanyalsohasa30-yearrenewableleasefor40,000haoflandinSudan.In2010,JenaansaidthatitwouldspendUS$500millionoverthenextthreeyearsacquiringfarmlandinTanzania,Ethiopia,theUSandtheFarEast.
Sudan;AbuDhabiFundforDevelopment;UAE;Government;29400.0;Alfalfa;Missing;Done;AbuDhabiacquired29,400hathroughtheAbuDhabiFundforDevelopment.ThefundwillworkinpartnershipwiththeArabAuthorityforAgriculturalInvestmentandDevelopment,apan-ArabagencybasedinKartoum(Ref2).
Sudan;PharosFinancialGroup;UAE;Finance;156000.0;Maize,peanuts,sorghum,sunflowers;Missing;Inprocess;Dubai-basedPharosisevaluatingaproposaltoinvestinamassiveagriculturalprojectinCentralSudancovering156,000hawiththepossibilityofexpandingoveranother830,000ha.Thecompanyisalreadypursuinglarge-scalefarmingoperationsinTanzaniathroughajointventurewithAgriSol,andinTanzaniaandRomaniathroughajointventurewithMiroHoldings.
Sudan;SayeghGroup;UAE;Industrial;1500000.0;Missing;Missing;Done;TheSayeghGroupisaconglomeratemainlyinvolvedintheproductionofpaint,throughitscompanyNationalPaints.InSeptember2009itsowner,SaleemSayegh,disclosedtoEmiratesBusiness24/7thatithadacquired1.5millionhaofagriculturallandintheNileDelta.
Sudan;UAEinvestor;UAE;Missing;38400.0;Missing;US$15million;Done;InMay2010,theSudanNewsAgencyreportedthatanEmiratesinvestorhadbeenallocated38,400hainUm-JawaseerforaUS$15-millionirrigatedagriculturalproject.
Swaziland;FuelEthanolandAgriculturalPlantation;SouthAfrica;Agribusiness;15000.0;Sweetsorghum;Missing;Inprocess;InJanuary2012,Swaziland'sMinisterofAgricultureClementDlaminiannouncedthattheSouthAfricancompanyFuelEthanolandAgriculturalPlantationwoulddevelopasweet-sorghumplantationtoproduceethanol.TheprojectwillbeestablishedalongtheSiphofanen/Lavumisacorridor.
Swaziland;Emvest;UK;Finance;1386.0;Cattle,potatoes,sugarcane;Missing;Done;UKprivateequityfirmEmergentAssetManagementlaunchedanAfricanAgriculturalLandFundin2007andhassinceacquiredatleast30,000hainSouthAfrica,Zambia,Mozambique,SwazilandandZimbabwe.EmvestwassetupasajointventurebetweenEmergentandSouthAfricanagribusinesscompanyRusselStonetoputtheAfricanAgriculturalLandFundintooperation.Emvest'sfarminSwaziland,knownasEIRanch,wasacquiredin2009.Itproducesvegetables,potatoes,sugarcane,otherdry-landcropsandcattle,withmostofthevegetableproductionexportedtoEuropeincompliancewithGLOBALGAPstandards.
Tajikistan;China;China;Government;110000.0;Cotton,rice;Missing;Done;InJanuary2011,theTajikparliamentagreedtoprovideChinawith110,000haofagriculturallandintheKumsangirandBokhtardistrictsofsouthernKhatlonProvince.Undertheagreement,1,500Chinesefarmerswillbebroughtintoworkonthefarms.
Tanzania;BhatiBanglaAgrotec;Bangladesh;Agribusiness;30000.0;Maize,pulses,rice;US$5.49million;Inprocess;BhatiBanglaAgrotecisownedbytheAlFalahGroupinBangladesh.Thecompanysaysitintendstobring4,000BangladeshifarmerstoTanzaniatoworkonthe30,000-hafarmitintendstoestablishthere.
Tanzania;FELISA;Belgium;Agribusiness;4258.0;Oilpalm;Missing;Done;FELISA,aTanzanian-Belgianjointventure,hasestablishedanoil-palmplantationon4,258haintheKigomaRegionofTanzania.Itisalsopursuinganother5,000haofproductionthroughthedevelopmentofanoutgrowerschemewithsmall-scalefarmers.
Tanzania;ChongqingSeedCorp;China;Agribusiness;300.0;Riceseeds;Missing;Done;In2008,ChinaDailyreportedthattheChongqingSeedCompanyhadacquired300hainTanzaniafortheproductionofitsimportedrice-seedvarietiesaspartofanagreementbetweenChinaandTanzaniafortheconstructionofanagriculturalresearchcentre.
Tanzania;DWSGALOF;Germany;Finance;5000.0;Crops;Missing;Done;TheDWSGALOFfundisofferedbyDeutscheBank,buttheday-to-daymanagementofthefundisdelegatedtoDuxtonAssetManagement,basedinSingapore.Itwaslaunchedin2007,witharunningtimeuntil2016,andassetsof€110million.Itiscurrentlyexpandingits5,000-hacommercialfarminTanzania,calledMountainside,whichproduceswheatandbarley,aswellas1,200sheep.DWSclaimsthatthefarmyieldsreturnsof30-35%.
Tanzania;Karuturi;India;Agribusiness;311700.0;Crops;US$500million;Inprocess;Bangalore-basedKaruturiGlobalLtd,foundedbySaiRamakrishnaKaruturi,istheworld'slargestproducerofcutflowers.In2008,KaruturistartedtoinvestinfarmlandandagriculturalproductioninAfricathroughit'sDubaiholdingcompany,KaruturiOverseas.Itbeganbyacquiringalong-termleaseon11,000haintheOromiaRegionofEthiopiaand100,000haintheGambelaRegion,withanoptionforanother200,000ha.Itintendstoproducepalmoilandsugar,butprimarilyriceandwheatforexport,andhasalreadyworkedouta40,000-tonne-per-yearsupplyagreementwithDjibouti,andisnegotiatingforsimilardealswithotherAfricancountries.BeyondEthiopia,KaruturihasannouncedintentionstoacquirefarmlandsinTanzaniaandSudan.InAugust2011,Karuturisaidithadappliedfor1,000haintheRufijiBasininTanzaniaandthatitexpectseventuallytoacquire311,700ha.
Tanzania;NirmalSeeds;India;Agribusiness;30000.0;Seeds;Missing;Inprocess;InAugust2011,NirmalSeed,anIndianseedcompany,announcedthatithadrequestedupto30,000hafromtheTanzaniangovernmenttoestablishaseed-farmregionthatwouldsupplytheeasternandsouthernAfricanseedsmarket.ThecompanyintendstheprojecttobepartoftheGovernment'sgreen-revolution-styledKilimoKwanzaprogram.Nirmalalreadyhasarice-seedproductionfarminMozambiqueandavegetablefarminEthiopia.
Tanzania;YesBank;India;Finance;50000.0;Rice,wheat;Missing;Inprocess;InJune2009,ReutersreportedthatIndia'sYesBankwasteamingupwithlargeIndianrice,wheatandedible-oilprocessingcompaniestoproducecropsinAfrica.AcompanyexecutivetoldReutersthatthebankwaspursuingtheacquisitionof30,000-50,000haforriceandwheatproductioninTanzania,andtheconstructionofaprocessingplantnearthefarm.HealsosaidthatYesBankwasconsideringprojectsinMozambique,Malawi,Madagascar,AngolaandNamibia.
Tanzania;ExportTradingGroup;Singapore;Agribusiness;8000.0;Rice;Missing;Done;ETG,ownedbyKenya'sPatelfamily,isincorporatedinSingaporebutitsfarmingoperationsarerunthroughitsMauritiansubsidiary,ETGHoldings.ThecompanyisoneofthelargestfarmlandownersinAfrica,withextensiveholdingsinTanzania,Mozambique,ZambiaandtheDRC.IthasrecentlyreceivedheavyfinancialbackingfromtheWorldBank'sInternationalFinanceCorporationandtheStandardCharteredBankoftheUK.SomeofETG'sfarmsarestructuredthroughBio-EnergyInvestments(BEI),ajointventureestablishedin2006withSouthAfricancorporatefarmoperatorVerusGroup,inwhichETGhasa66%stake.BEIoperatesa57,000-hafarminZambiathatitisintheprocessofsellingtoZambeef,andan8,000-haricefarminTanzaniawith3,500haunderproduction.BEICEOJustinVermaaksaysthatthecompanyaimstodevelop10morecorporatefarmsinAfricaoverthenext7years.
